Title,Description,Vacancies,Location,Min Education,Min Experience,Apply Before,URL
Senior Software Developer  ,"The Division RBRO Solutions is a software company that provides best-of-breed products to the legal and corporate legal markets. Come work with a modern agile team working with the latest and greatest technologies to ensure that we continue to innovate and remain one of the top companies in our industry. We are passionate about serving our customers all around the globe with the best technology. The successful candidate will be held to a high standard of quality and delivery. We believe in holding our developers to high standards while leaving them the flexibility to make quality decisions while leaving time for personal lives, and some fun along the way! Our Core Values are: Innovation, Experience, Excellence, Partnership, Balance, Integrity, Diversity & Gratitude Position Description We are looking for a Senior Software Engineer to work out of the Contour Software Lahore resource center office, as an extension of the division-based R&D department. Job Responsibilities The focus of this role will be to join a team of talented .NET and SQL developers creating best-in-class ETL content migration tools. A strong focus for this role will be on optimizing stored procedures in our SQL Server. database, therefore the skills are changed around to reflect a focus on SQL Server, including T-SQL, SQL Query Analyzer, and SQL Profiler. Advanced understanding of performance tuning and optimization for bulk processing of data through a migration process using .NET and SQL in the most efficient ways possible. Some UI changes required in the WinForms front end of the migration tool. Ability to prioritize tasks and deliver results in a timely manner as an individual. The ability to handle multiple demands and competing priorities simultaneously Strong organizational skills and dedication to quality. Must have excellent attention to details. Must be a self-starter and able to work independently on projects. Job Qualifications; General skills and knowledge Strong English-speaking ability. Strong English writing ability. Superior interpersonal, verbal and written communication skills. Excellent analytical, problem solving, and multi-tasking skills. Positive disposition, self-motivated, organized and reliable. Ability to produce quality work in a timely manner. Specialized skills and knowledge: Bachelors degree in computer science, engineering, math, or related area with an equivalent combination of education and experience. REQUIRED Minimum 5 years of working experience with SQL Server T-SQL SQL Query Analyzer SQL Profiler Minimum 3 years' experience of Database indexes and constraints Query tuning Common Table Expressions/CTEs Performance optimization and tuning using query execution plans Database performance reports 3+ years' experience of C# Exciting Benefits we offer: Market-leading Salary Medical Coverage – Self & Dependents Parents Medical Coverage Provident Fund Employee Performance-based bonuses Home Internet Subsidy Conveyance Allowance Profit Sharing Plan [Tenured Employees Only] Life Benefit Child Care Facility Company Provided Lunch/Dinner Professional Development Budget Recreational area for in-house games Sporadic On-shore training opportunities Friendly work environment Leave Encashment",1,Lahore,Bachelors,5 Years - 7 Years,11-Sep-23,https://www.rozee.pk/contour-software-senior-software-developer-jobs-1379045.php?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1379045&utm_campaign=ROZEE.PK_job_search
Fullstack Java Developer  ,"The Division: Tucasi is driving new standards in the innovation and design of software solutions for the Education Online Payments Sector. Already the established leader, we continuously challenge our great team to extend and enhance an extensive portfolio of desktop and web-based products in an exciting and rewarding environment. The Position: Working as part of a scrum team and reporting to the Head of Development this pivotal role will ensure the delivery of high-quality software solutions that meet the expectations of customers and enable the business to achieve its ambitious growth demands. We are looking for a full stack Software Developer to take on this exciting role within our busy team. This role will be a hands-on position for our core products, collaborating with the team to develop, support, test and maintain our market leading software. You'll get the opportunity to shape the next generation of our market leading Schools Administration software and although we are looking for an allrounder the ideal candidate would have experience and interests in relation to UI development. The selected candidate will work out of the Contour Software Karachi or Islamabad resource center office, as an extension of the division-based R&D department. Primary responsibilities include but not limited to: Refine: Working with the team; analyze user stories, creatively design solutions that satisfy the outcome-based requirements, highlighting the technical risks and alternative approaches. Perform JIT based refinement and estimation, breaking down stories into functional product backlog items, to be worked on in a future sprint. Develop: Deliver high quality, deployable, code changes which include writing application code, unit/integration/UI tests, and making changes to the environment that the application runs in e.g. native AWS services. Perform peer-review of changes made by other developers in the team and feedback and discuss any areas for improvement. Retrospect: Working with the team; continually assess workflow and quality, making recommendation for improvement of the scrum process to reduce waste and increase customer and business value delivered by the team. Experiment: Experiment with new technology and concepts that could reduce waste or enable the business to deliver high quality software faster. Required Qualifications & Skills: Personal Characteristics: Trust : You always ask for help when struggling. You never conceal weaknesses and can openly admit where your understanding of a subject matter is lacking. You don't hesitate to offer feedback (both good and bad) to others on the team Constructive Conflict : You don't hesitate to voice opinions and concerns, and do not fear discussion of controversial topics. You view disagreements as a positive team trait and vital for continuous improvement Hunger : You are always looking for more to do, always pushing the team to meet its goals and rarely must be pushed by your manager or the wider team. You happily accept personal sacrifice for the good of the team Humility : You are not concerned with status, are quick to point out the contributions of others and slow to seek recognition for your own work as an individual contributor. You share credit and highlight the successes of the team, rather than your own Emotionally Smart : You are emotionally intelligent, able to effectively deal with others in group situations. You will have good judgement and intuition around the subtleties of group dynamics and the impacts your words and actions can have on others. Essential University degree in Computer Science, Information Systems, or related discipline. Minimum of 5 years of experience in software application development. Demonstrable problem solving and root cause analysis skills Demonstrable commitment to continual professional development Substantial knowledge of Object-Oriented Programming and design patterns. Expert knowledge of Java UI experience in the latest JavaScript frameworks such as Angular. Good understanding of Service Oriented Architecture. High level of accuracy and fluency in written and spoken English. Results orientated with excellent communication and interpersonal skills. Desirable Experience of the following: Spring, Spring Boot, Hibernate, NGRX Mobile app development .Net based languages. Exciting Benefits we offer: Market-leading Salary Medical Coverage – Self & Dependents Parents Medical Coverage Provident Fund Employee Performance-based bonuses Home Internet Subsidy Conveyance Allowance Profit Sharing Plan [Tenured Employees Only] Life Benefit Child Care Facility Company Provided Lunch/Dinner Professional Development Budget Recreational area for in-house games Sporadic On-shore training opportunities Friendly work environment Leave Encashment",1,Islamabad,Bachelors,5 Years,24-Mar-22,https://www.rozee.pk/contour-software-fullstack-java-developer-jobs-1227332.php?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1227332&utm_campaign=ROZEE.PK_job_search
Senior Python Developer  ,"The Division: GoldCare is a leading provider of healthcare information management software for community, residential and long-term care organizations. Founded in 1988, GoldCare is a wholly-owned subsidiary of Constellation Software Inc., under the Perseus operating group. Built for long-term care facilities, GoldCare provides comprehensive care and management solutions for single or multi-site aged care providers, and is the solution of choice for 200 residential and community support clients, with 350 sites across North America, Australia, and New Zealand. The Position: Our current team at Contour Software includes Developers, QA analysts and a technical writer. We seek to expand our team into a cross-functional agile team by hiring 1-2 more developers. A key mission of the team involves both adding new product features to our software suite as well as supporting existing modules. The successful candidates will be located and work out of the Contour Software Karachi or Lahore offices as an extension of the R&D team located in Waterloo, Ontario Canada. Responsibilities: Understand/absorb business domain & product. Develop, implement, test and maintain software programs. Follow coding standards and QA procedures. Improve the performance of existing software. Design and update software database. Be an active member of a cross functional Agile team. Participate in meetings with the on-shore team on a day to day basis and provide active feedback. Perform any other responsibilities assigned by the Team Lead/On-shore Managers. Clearly and regularly communicate with management and technical support. Skills & Qualifications: University degree in Computer Science, Information Systems or related discipline. Hands-on experience with Desktop and Web-based applications. Hands-on knowledge/experience of web technologies such as HTML, JavaScript, JQuery, CSS, APIs etc. Experience developing with Python, React, Next.js. Experience with iOS and Android Studio development tools a plus. Well versed in writing/executing SQL queries. Working knowledge of relational databases; UniVerse, PICK or UniData a plus. Willingness to learn our proprietary development and production/release tools. Dedicated to customer service; Help us support our legacy applications and long-term clients with a focus on confidentiality, privacy and security. Understanding of product Life Cycle Management. Strong interpersonal, written and verbal communication skills (English). Strong aptitude towards business process and logic, as well as an out-of-the-box attitude. Strong ability to escalate issues to the relevant teams in a timely manner. Ability to perform comfortably in a fast-paced, deadline-oriented work environment, in collaboration with colleagues and supervisors in a multi-cultural environment. Self-motivated, quick learner, and a responsive team player. Strong attention to details, flexible and highly organized. Experience with financial systems; for example, Payroll, General Ledger, Receivables, or Payables, a plus. Experience with health care systems, a plus. Experience with creating and managing containers and Jenkins knowledge is a plus. Exciting Benefits we offer: Market-leading Salary Medical Coverage – Self & Dependents Parents Medical Coverage Provident Fund Employee Performance-based bonuses Home Internet Subsidy Conveyance Allowance Profit Sharing Plan [Tenured Employees Only] Life Benefit Child Care Facility Company Provided Lunch/Dinner Professional Development Budget Recreational area for in-house games Sporadic On-shore training opportunities Friendly work environment Leave Encashment",1,Karachi,Null,3 Years - 7 Years,19-Sep-23,https://www.rozee.pk/contour-software-senior-python-developer-jobs-1382091.php?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1382091&utm_campaign=ROZEE.PK_job_search
Accounting Trainee  ,"The Perseus Operating Group, a division of Constellation Software is seeking an energetic, independent, and detail-oriented Accounting Trainee to join our Corporate GL team at our Contour office in Karachi. Constellation (TSX: CSU) is a publicly-traded company that acquires, manages, and grows vertical market software companies all over the world. The trainee will be working closely and assisting the senior team members with the day-to-day tasks of the Perseus team to develop an understanding of standard processes which have an impact on the Business Unit and Corporate Financial Statements. They will be able to practice their technical accounting knowledge and work toward process improvement while working with other professionals to learn current accounting practices adopted in the software and service industry. It is a 3-month paid trainee program that can potentially be converted into full-time employment based on performance. What will you learn: Able to perform daily bank reconciliations for all the businesses and audit for any fraudulent transactions. Learn how to use Microsoft Great Plains as an Accounting Software and its reporting tools. Learn how to use Jedox as a corporate reporting tool. Learn how to account for multi-foreign exchange currencies and how they impact operations. Opportunity to expand job responsibilities in the future in other domains such as Intercompany transaction reconciliation and Head office expense allocations. Day-to-Day Responsibilities Perform day-to-day bank reconciliation in Great Plain Dynamics for all the North American businesses under Perseus Group. Performing monthly account reconciliations of Balance Sheet accounts. Assist team with posting journal entry transactions related to corporate allocations. Record employee's Client Cardholder expense transactions. Perform ad hoc tasks on projects and assist team members with compiling data from the Jedox reporting tool. Run regular control reports to confirm journal entry transactions are posted accurately Professional Acumen The ideal candidate will have strong organizational and communication skills allowing him or her to manage multiple priorities while maintaining exceptional attention to detail. Will ensure strong relationships with external stakeholders and internal teams; maintaining a strong customer service culture and positive attitude within the finance team. Experience with a multilocation environment is a plus. Be proactive and eager to contribute and learn, ask lots of questions, and provide solutions. Maintaining a continuous improvement mindset and proactively identifying, reviewing, and implementing process improvements. Education and Technical Skills Finalist or part qualified Professional qualification (ACCA / ICAP or similar), Bachelor's degree in Finance, Accounting or related field. Solid understanding of basic bookkeeping and accounting payable/receivable principles. Proven ability to calculate, post, and manage accounting figures and financial records. Data entry skills along with a knack for numbers. Understanding of ERP and proprietary software (preferably MS Great Plains). Proficiency in English communication skills and in MS Office (primarily in MS-Excel). A high degree of accuracy and attention to detail. Exciting Benefits we offer: Market-leading Salary Medical Coverage – Self & Dependents Parents Medical Coverage Provident Fund Employee Performance-based bonuses Home Internet Subsidy Conveyance Allowance Profit Sharing Plan [Tenured Employees Only] Life Benefit Child Care Facility Company Provided Lunch/Dinner Professional Development Budget Recreational area for in-house games Sporadic On-shore training opportunities Friendly work environment Leave Encashment",1,Lahore,Bachelors,2 Years,2-Sep-23,https://www.rozee.pk/contour-software-accounting-trainee-jobs-1375692.php?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1375692&utm_campaign=ROZEE.PK_job_search
Technical Services Engineer  ,"The Division Constellation HomeBuilder Systems is the leading software provider exclusively focused on the homebuilding industry. Our comprehensive suite of software solutions ranges from production and accounting, new home sales and marketing, home warranty and service, and homebuilder website solutions. We are the fastest growing and most successful provider of fully integrated information management solutions for homebuilders. Our parent company is Constellation Software Inc, a well-capitalized, publicly traded company that specializes in vertical market software. Join our team for the benefit of working with a medium sized company while enjoying the support and opportunity of being part of a large organization The Position: Contour requires an energetic and technically sound IT & Network Administration resource, to join our CHS NewStar divisions' IT department. The primary focus will be to perform technical services work for customer product installations and maintenance. Additional tasks will be to manage servers within our Azure infrastructure. The hired resource will work in collaboration and under guidance from the Technical Services Manager located in our Toronto office. Thus the position requires strong communication skills and the ability to work a later shift, in order to have appropriate overlap with the Eastern time work day. Since some of the work will be performed on client systems, a rigorous level of conscientiousness and attention to detail is necessary for success in this role. Skills Required: 2+ Years experience in at least 3 technical areas below Windows System Administration skills (Active Directory, Group Policy, Networking) Familiarity with Cloud and Virtual environments (Azure, VMWare, HyperV) Microsoft SQL Server Database Administration skills (2017, 2019) Experienced in Installation and Maintenance of Proprietary Software Familiarity with Remote Desktop Services Familiarity with IIS (Installing/Configuring Web Applications) Familiarity with Progress OpenEdge Software Familiarity with disaster recovery implementation and testing Strong verbal and written communication skills. Exciting Benefits we offer: Market-leading Salary Medical Coverage – Self & Dependents Parents Medical Coverage Provident Fund Employee Performance-based bonuses Home Internet Subsidy Conveyance Allowance Profit Sharing Plan [Tenured Employees Only] Life Benefit Child Care Facility Company Provided Lunch/Dinner Professional Development Budget Recreational area for in-house games Sporadic On-shore training opportunities Friendly work environment Leave Encashment",1,Karachi,Bachelors,3 Years - 5 Years,31-Aug-23,https://www.rozee.pk/contour-software-technical-services-engineer-jobs-1374802.php?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1374802&utm_campaign=ROZEE.PK_job_search
Tax Analyst  ,"The Division: Constellation Software Inc. is a leading provider of software and services to a growing group of public and private sector markets. Our industry-specific enterprise systems generally possess market leadership positions in the industries they serve. Our Contour Software division, located in Pakistan, provides remote team members for some of our operating groups Finance & Accounting departments. This is an opportunity to join Canadas largest software company, and work in a multi-national environment with team members and customers located in various time zones. Job Summary: The candidate must be resourceful, inquisitive, self-motivated, possess strong interpersonal skills and be capable of handling high work volumes with accuracy during peak periods. The learning opportunities, in terms of international accounting rules, processes and tools, are immense. Training will be provided by the local team members. However, the ideal candidate will be one who brings drive and initiative to the learning process. Job Duties and Responsibilities: Accurate and timely completion of the required transaction tax returns (sales/use, business & occupation, and gross receipts tax) in all jurisdictions using information pulled from GP Accurate and timely completion of corporate tax working papers, return to provision reconciliation and provisions Provide support to financial accounting team on corporate tax matters Support tax planning initiatives Responding to letters/requests from the various States/Cities Provide AP back-ups and requesting the Onshore Tax Team to process sales tax payments Contacting Tax departments to resolve sales tax notices, questions and discrepancies. Register for the transaction tax accounts in applicable taxing jurisdictions as required. Prepare for, and assist with transaction tax audit Conduct special assignments or tasks assigned by the supervisor, as determined from time to time in their sole and complete discretion Job Requirements: Post-secondary education with a focus on business /accounting or equivalent work experience Experience with Great Plains is an asset Proficiency in Microsoft applications: Word, Excel, Outlook Able to manage multiple deadline driven tasks Excellent interpersonal skills Excellent written and verbal communication skills Ability to work in a team environment. Detail oriented and highly organized Job Relationships: Reports to: the Onshore Tax Team located in Canada Exciting Benefits we offer: Market-leading Salary Medical Coverage – Self & Dependents Parents Medical Coverage Provident Fund Employee Performance-based bonuses Home Internet Subsidy Conveyance Allowance Profit Sharing Plan [Tenured Employees Only] Life Benefit Child Care Facility Company Provided Lunch/Dinner Professional Development Budget Recreational area for in-house games Sporadic On-shore training opportunities Friendly work environment Leave Encashment",1,Karachi,Bachelors,3 Years - 5 Years,5-Aug-23,https://www.rozee.pk/contour-software-tax-analyst-jobs-1368344.php?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1368344&utm_campaign=ROZEE.PK_job_search
Senior Software Developer  ,"The Division Atex , a division of Constellation Software Inc., headquartered in Sweden with offices worldwide, is a leading software company selling solutions for media-rich industries. We develop smart digital solutions that make a measurable difference and enable our customers to streamline operations and optimize their digital strategy. As a global organization, we are committed to helping companies build revenues and reduce costs through products that are increasingly personalized, localized, collaborative, contextually relevant, and available on demand. Atex is a provider of content management, personalization and multi-channel publishing software to the media industry. We are launching a new generation of our software and due to demand, we need to grow our professional services team, delivering our solutions to major media companies worldwide. The Position The division is looking for a Intermediate Software Developer , to work out of the Contour Software Karachi office, as an extension of the R&D team located Europe. The teams are cross functional and responsible for technology, architecture and quality. Senior developers offer support and knowledge transfer but you are expected to be able to work self-sufficiently. We are looking for individuals with a strong experience in programming and new technologies ¬タモ Java, JS, NoSQL, Jenkins, HTML5, pair programming, angular-js, OpenStack, Git, Camel, Python are part of your everyday work. Main Responsibilities Architect, develop and deploy customer solutions across several different areas of specialization in line with specifications and according to user needs. Work internally with geographically disperse teams to establish cross departmental co-operation and deliver according to expectations. Support Atex applications and react within the timescales appropriate to the severity of any issue. Ensure excellent service and support levels throughout the existing Atex customer base Build excellent relationships with Atex customers and prospects. Support sales and pre-sales teams with application demonstrations, detailed application or development specifics as well as project planning and approach. Identify projects and initiatives that will continue to provide opportunities for Atex and its customers Accurately estimate project and development delivery along with perceived risks. Accurately document project and application information Deliver specific product training. Speak on behalf of and represent Atex in a professional and positive manner. Education: University degree in Computer Science or related discipline Required Skills: 8+ years of relevant experience. Proven experience in programming Java (J2EE) Proven experience with Web-Technologies and -Frameworks (JavaScript, AngularJS, HTML, RESTful Web-Services) Good understanding of technology including databases (NoSQL, Oracle) and scripting (bash, perl) Must be fluent in English Key competencies Teamwork ¬タモ Become a valuable part of our team Adaptability ¬タモ Quickly adapt to different customer-culture, different products, different technology Reliability ¬タモ Our customers count on us for helping them with their production-critical processes, we never let them down! Problem Solving Stress tolerance ¬タモ Stay focused, even if the world melts around you. Exciting Benefits we offer: Market-leading Salary Medical Coverage ¬タモ Self & Dependents Parents Medical Coverage Provident Fund Employee Performance-based bonuses Home Internet Subsidy Conveyance Allowance Profit Sharing Plan [Tenured Employees Only] Life Benefit Child Care Facility Company Provided Lunch/Dinner Professional Development Budget Recreational area for in-house games Sporadic On-shore training opportunities Friendly work environment Leave Encashment",2,Karachi,Bachelors,2 Years - 4 Years,11-Sep-23,https://www.rozee.pk/contour-software-senior-software-developer-jobs-1379047.php?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1379047&utm_campaign=ROZEE.PK_job_search
Accountant  ,"About Contour & Constellation: Contour Software is a wholly owned subsidiary of Constellation Software Inc. (CSI), which acquires, manages and builds market-leading software businesses that develop industry-specific, mission-critical enterprise software solutions to serve both the public and private sectors. Prior to going public in 2006, CSI won the prestigious ""Canada's 50 Best Managed Companies” award in 2005. Headquartered in Toronto, Canada, and with a global presence, CSI's subsidiaries operate in more than 80 different industries in over 100 countries, generating annual revenues in excess of $3 Billion. Contour Software currently houses remote employees for more than 80 Departments (R&D, Finance, IT, Customer Support, Professional Services and Other) belonging to more than 40 of CSI's 500+ divisions, in 3 offices [KHI, LHE & ISB]. Contour employees are key players in implementing, supporting, extending, enhancing, and renewing enterprise systems that run thousands of medium and large businesses as well as public institutions, globally. About the Division At Agent , we believe in driving the maximum value for consumers everywhere. We're empowering leading clients to help them go further and build optimal engagement for their customers. About the Position We are looking for an Accountant to join our Finance team for a permanent full-time position. The successful candidate will report to the Director, Finance. They will manage and coordinate all aspects of accounting and will be responsible for conducting high-level analysis of revenue, credit, expenses and overhead. If you are highly detail-oriented and capable of analyzing data with creativity and innovation in mind, we want to hear from you! What you'll be working on: Manage accounts receivable and payable, General Ledger in accordance with accounting policies Calculate, reconcile and monitor invoices for clients from multiple countries in multiple currencies Reconcile supplier and program transaction values, investigate and resolve discrepancies Reconcile transaction values in different systems against bank transactions, coordinating with the Partnership team on discrepancies Allocate transactions of different suppliers to different programs accurately and ensure to use funds from the correct account for payments Monitor the Escrow account(s) ensuring enough funds in the account to cover redemptions Create monthly reconciliation error summary reports and coordinating with the Partnership team to correct errors Quarterly reconciliations, year-end tax slips and EHT management Develop and implement process improvements and prepare documentation for newly implemented processes Prepare sales tax returns and corporate reporting requirements Review monthly revenue and expenses for accruals Maintain accounting software and reconciliation software Manage and report daily cash and prepares cash forecast, monitor collection activities and working capital Compile monthly financial statements, monthly accounting schedules, conducted financial analysis on monthly statements, perform bank reconciliations. Work closely with the Director, Operations and other senior members of the company Requirements : Minimum of 3 years' experience in a similar role Finalist / Qualified Professional Accountant or bachelor's degree in Accounting or business administration Knowledge of multi-currency transactions Advanced knowledge of MS Excel, using excel vlookup and pivot tables in data analysis Excellent verbal and written communication skills Strong organizational and time management skills Knowledge of QuickBooks is a must Familiarity with Blackline and GP an asset Exciting Benefits we offer: Market-leading Salary Medical Coverage – Self & Dependents Parents Medical Coverage Provident Fund Employee Performance-based bonuses Home Internet Subsidy Conveyance Allowance Profit Sharing Plan [Tenured Employees Only] Life Benefit Child Care Facility Company Provided Lunch/Dinner Professional Development Budget Recreational area for in-house games Sporadic On-shore training opportunities Friendly work environment Leave Encashment",1,Karachi,Bachelors,2 Years - 4 Years,22-Sep-23,https://www.rozee.pk/contour-software-accountant-jobs-1383559.php?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1383559&utm_campaign=ROZEE.PK_job_search
Software Developer  ,"Division: Constellation Real Estate Group has over 20 years of experience partnering with real estate agents, helping them to leverage our software to meet more home buyers and sellers in their local markets. From lead generation to an intelligent Customer Relationship Management application, state-of-the-art websites, and excellent customer care, real estate agents and their clients' experience rely on our software to make the home selling and buying a personal and professional experience. Position: We are seeking a full stack Software Developer who has industry experience developing with Node.js/React and Ruby on Rails. Experience with PHP/WordPress is nice to have. This position will be responsible for supporting and maintaining a newly acquired software platform and will be acting as an extension of the division-based R&D department. Job Responsibilities: Software Design, Development and Product maintenance Work with other members of the software development team to deliver successful software products and report on project and deliverable statuses Develop code within an Agile development framework based on industry best practices Using the above to create applications that focus on exceptional quality and user-centric design principles Contribute to technical and design decisions within the team Understand and contribute to product requirements definition Build and utilize effective unit tests for new and existing codebase Build excellent working relationships with the development team and testers Attend company meetings as required Make presentations or demonstrations to team when applicable Use required company systems for task and time management Communication and Collaboration: Engage with the collaborative team culture, share ideas and experiences, and be open and available to the suggestions of others in the team Collaborate with other departments to ensure a credible understanding of the user and business needs and translate this into exceptional software Create and review software documentation to capture requirements, design, process and evidence of compliance. Job Qualifications: Required Ideally possess a bachelor's degree in a technical discipline with industry experience in full lifecycle development in a diverse technology environment 3+ years of software development experience in the relevant technology stack. Strong industry experience as a full stack developer, with relevant experience in both Node.js/React and Ruby on Rails. Strong proficiency in JavaScript and experience with modern datastores like ElasticSearch, Rethink, and PostgreSQL. Experience with PHP/Wordpress is a nice to have. Engage in problem decomposition, software architecture, interface design and clean, efficient, reusable code implementation Must have experience utilizing source control like GIT, CI/CD & Agile methodologies Understanding of Agile software engineering processes and methodologies Participate in Software Development Lifecycle (SDLC) working practices such as daily meetings, sprint planning meetings, reviews, and retrospectives Utilize good technical practices such as automated unit testing, code reviews, continuous integration, test automation, source code control and secure development practices Your personal characteristics will include: Excellent communication and presentation skills, to interact with stakeholders across the development lifecycle Should be logical and analytical, and an expert in problem-solving skills to craft technical solutions to complex business needs Collaborate to achieve team goals Creative and demonstrates flair Accurate, with high attention to detail Self-motivated, resourceful and keen to learn and share knowledge Able to remain calm and problem-solve under pressure. Competencies: Eagerness to learn Problem Solving Skills Big Picture Thinking ​Positive Attitude Team Player Communication Skills Exciting Benefits we offer: Market-leading Salary Medical Coverage – Self & Dependents Parents Medical Coverage Provident Fund Employee Performance-based bonuses Home Internet Subsidy Conveyance Allowance Profit Sharing Plan [Tenured Employees Only] Life Benefit Child Care Facility Company Provided Lunch/Dinner Professional Development Budget Recreational area for in-house games Sporadic On-shore training opportunities Friendly work environment Leave Encashment",1,"Lahore, Islamabad, Karachi",Bachelors,3 Years - 4 Years,14-Jul-23,https://www.rozee.pk/contour-software-software-developer-jobs-1363796.php?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1363796&utm_campaign=ROZEE.PK_job_search
Privacy & Data Security Trainee  ,"The Department: The Perseus operating group of Constellation Software Inc, is a portfolio of vertical market enterprise software companies. Perseus acquires independently managed software companies around the world, providing them with the strategic guidance and financial security they need to become leaders within their respective markets. Job Description: The Perseus Operating Group, a division of Constellation Software (TSX:CSU), is seeking an energetic, independent and detail oriented Data Security & Privacy Trainee to join our Contour office. The Trainee is responsible for all ongoing activities related to the development, implementation, maintenance, and adherence to the organization's policies and procedures covering the privacy of the organization, which includes numerous subsidiaries and affiliates in multiple jurisdictions including the US, UK, Canada, and other countries. The Privacy Trainee will assist Privacy Officer in building the organization's Privacy Program including but not limited to daily operations of the program, development, implementation, and maintenance of policies and procedures, monitoring program compliance, investigation and tracking of incidents and breaches and ensuring consumers' rights in compliance with federal and state laws. Key Responsibilities: The key job responsibilities for this position are to: Reports to the Privacy Officer of the Perseus Operating Group, and assists in the development, identification, implementation, and maintenance of organization information privacy policies and procedures in coordination with organization management and administration Independently and effectively manage projects assigned Documenting policies, procedures, templates, and other relevant information security management system documentation as per requirement. Ensure compliance with all the applicable policies and procedures. Assist Privacy Officer in performing all privacy governance related tasks in particular developing privacy governance framework, data mapping and risk assessment of information assets and business processes. Assist in preparing privacy training program for the Perseus Group. Recognizes problems by identifying abnormalities and reporting violations; determines security violations and inefficiencies by conducting periodic audits. Maintains quality service by following organization standards. Maintains technical knowledge by attending educational workshops; contributes to team effort by accomplishing related results as needed. Education and Technical Skills Bachelor's degree or master's degree 0-2 years of related experience; experience in system IT internal audits, Policy Documentation, information security policies, and process improvement, and project management, preferred High degree of accuracy and attention to detail. Proficient knowledge of Microsoft Office Suite including sophisticated Excel workbooks and PowerPoint. Knowledge and experience in state and federal information privacy laws, including but not limited to HIPAA. Demonstrated organization, facilitation, written and oral communication, and presentation skills. Demonstrated skills in collaboration, teamwork, and problem-solving to achieve goals Demonstrated skills in providing excellent service to customers Excellent writing skills Individuals with CISA or PMP certification will be preferred. A high level of integrity and trust Exciting Benefits we offer: Market-leading Salary Medical Coverage – Self & Dependents Parents Medical Coverage Provident Fund Employee Performance-based bonuses Home Internet Subsidy Conveyance Allowance Profit Sharing Plan [Tenured Employees Only] Life Benefit Child Care Facility Company Provided Lunch/Dinner Professional Development Budget Recreational area for in-house games Sporadic On-shore training opportunities Friendly work environment Leave Encashment",1,Karachi,Bachelors,2 Years,20-Jan-23,https://www.rozee.pk/contour-software-privacy-data-security-trainee-jobs-1317020.php?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1317020&utm_campaign=ROZEE.PK_job_search
